43927,190.479996,6.688368998075786
43934,200.0,8.254997500000002
43941,213.360001,4.560365557928545
43948,216.190002,2.3035269688373483
43955,211.460007,6.40309871927698
43962,223.490005,3.3558547730132275
43969,226.330002,2.5670467674011603
43976,233.360001,4.036681076291227
43983,232.460007,3.3726214247253354
43990,239.539993,3.456631143844107
43997,232.440002,6.26398118857356
44004,243.679993,3.065496230541995
44011,239.970001,5.959079443434267
44018,255.449997,3.437077354907933
44025,266.910004,5.301415753603604
44032,260.079987,3.202867354803427
